firstNames,familyName,program,id,idString,password,username,isTeacher,isAdmin,isStudent
Harem Mohamuud Abdulhussein,Laatunen,KAS2,33273,utu:33273,hl1234,hamoab,0,0,1
Ahmed-Wali Rahaf,Aunesluoma,TIE2,33279,utu:33279,aa1234,ahwara,0,0,1
Riikka-Tiina Mirna,Numminen,TIE5,33282,utu:33282,rn1234,ritimi,0,0,1
Joao Joni-Juhani,Huurtela,KUL3,33291,utu:33291,jh1234,jojoju,0,0,1
Niisa Fiia,Kontra,TIE4,33298,utu:33298,nk1234,nifiko,0,0,1
Toni-Juhani Sahal,Airaksinen,MOL,33301,utu:33301,ta1234,tojusa,0,0,1
Marouan Romano,Richter,TIE,33304,utu:33304,mr1234,marori,0,0,1
Jaser Eddy Elia,Blohin,BIO2,33312,utu:33312,jb1234,jaedel,0,0,1
Migael,Paulin,ASI,33322,utu:33322,mp1234,mipaul,0,0,1
Mareike Nassir Aiju,Muttonen,ITA,33328,utu:33328,mm1234,manaai,0,0,1
Ayman Raimontytär Anjuska,Venhomaa,TUR,33333,utu:33333,av1234,ayraan,0,0,1
Maria-Helena Anine,Almgren,INT,33334,utu:33334,ma1234,mahean,0,0,1
Jasmiitta Eve-Liina,Jalonen,TER2,33336,utu:33336,jj1234,jaevli,0,0,1
Joaquim Ariko Ikechukwu,Raatiniemi,FYS,33338,utu:33338,jr1234,joarik,0,0,1
Ramzia,Santavirta,MAS,33339,utu:33339,rs1234,rasant,0,0,1
Maile Minessa Adile,Uhlenius,FOL,33340,utu:33340,mu1234,mamiad,0,0,1
Louhi Emma-Helena,Rautionmaa,TAL3,33341,utu:33341,lr1234,loemhe,0,0,1
Marlis Elenoora Adile,Bunda,TAL2,33345,utu:33345,mb1234,maelad,0,0,1
Verena Puja Madlen,Mäki-Korpela,RAN,33347,utu:33347,vm1234,vepuma,0,0,1
Vili-Veikko Lennartti,Rankka,SUO3,33349,utu:33349,vr1234,vivele,0,0,1
Anu-Hannele Meital,Poikkeus,GEO2,33354,utu:33354,ap1234,anhame,0,0,1
Tiittus Signar Leonart,Mäki-Uuro,TER2,33358,utu:33358,tm1234,tisile,0,0,1
Pentti,Voho,MOL2,33366,utu:33366,pv1234,pevoho,0,0,1
Lassi-Petteri,Malk,MAA,33367,utu:33367,lm1234,lapema,0,0,1
Feeliks Omri,Ahnger,TIE4,33368,utu:33368,fa1234,feomah,0,0,1
Abhishek,Lattu,KLA,33378,utu:33378,al1234,ablatt,0,0,1
Kauno Rohat Azizullah,Tannermäki,TIE3,33385,utu:33385,kt1234,karoaz,0,0,1
Keri Esteri,Lövgren,VAL,33387,utu:33387,kl1234,keeslv,0,0,1
Jovita Meri-Tuuli,Hetta,LUO,33391,utu:33391,jh1234,jometu,0,0,1
Leilani,Hemilä,KOU,33392,utu:33392,lh1234,lehemi,0,0,1
Juho-Tuomas,Varismäki,KAS5,33397,utu:33397,jv1234,jutuva,0,0,1
Alekseevna Anne-Christine,Hanner,ITA,33406,utu:33406,ah1234,alanch,0,0,1
Aini,Tucker,ARK2,33409,utu:33409,at1234,aituck,0,0,1
Ulla-Stiina Isobel,Kylmämetsä,KAU2,33418,utu:33418,uk1234,ulstis,0,0,1
Saimon Hashim Issa,Tela,MAA,33421,utu:33421,st1234,sahais,0,0,1
Ollipekka,Holmkvist,KLA,33428,utu:33428,oh1234,olholm,0,0,1
Evelin Aniara Belinda,Jukuri,MOL3,33435,utu:33435,ej1234,evanbe,0,0,1
Kai-Markus Shefqet,Ahtikari,ARK2,33436,utu:33436,ka1234,kamash,0,0,1
Ghazi,Länsimies,YRI2,33445,utu:33445,gl1234,ghlnsi,0,0,1
Sassa,Nykvist,TAL2,33455,utu:33455,sn1234,sanykv,0,0,1
Timontytär,Hakuni,MAS,33463,utu:33463,th1234,tihaku,0,0,1
Elion Frans Antoni,Salmenniemi,TAL,33468,utu:33468,es1234,elfran,0,0,1
Petunia Pella,Haavikko,BIO6,33477,utu:33477,ph1234,pepeha,0,0,1
Rok Eilo Kullervo,Röyskö,VAL,33479,utu:33479,rr1234,roeiku,0,0,1
Karl-Alfred,Kolho,LAS3,33480,utu:33480,kk1234,kaalko,0,0,1
Nermin Toomas Mati,Ojamaa,ARK,33481,utu:33481,no1234,netoma,0,0,1
Hamida Rebeca Jonita,Yijälä,KAS,33489,utu:33489,hy1234,harejo,0,0,1
Väinö-Pekka Gustavo,Makaroff,MAT2,33496,utu:33496,vm1234,vipegu,0,0,1
Bin Truls,Kleimola,KAS2,33502,utu:33502,bk1234,bitrkl,0,0,1
Fadila,Tidenberg,USK,33507,utu:33507,ft1234,fatide,0,0,1
Jouki Sait Emilio,Rinta-Möykky,MED,33517,utu:33517,jr1234,josaem,0,0,1
Irmi Michella Theresia,Taipaleenmäki,KIE,33521,utu:33521,it1234,irmith,0,0,1
Nebi Nedim Bjørn,Sorvoja,LAS,33522,utu:33522,ns1234,nenebj,0,0,1
Anteronpoika Rabi Vicente,Arifullen,KAS5,33527,utu:33527,aa1234,anravi,0,0,1
Dawood Christell Afua,Kuhmonen,LUO,33529,utu:33529,dk1234,dachaf,0,0,1
Agneta Ritva-Maija,Skomars,KOU,33533,utu:33533,as1234,agrima,0,0,1
Milot Juha-Veli,Kultima,KIE,33534,utu:33534,mk1234,mijuve,0,0,1
Angeli Merika Kalpana,Leppäjoki,SUO,33541,utu:33541,al1234,anmekl,0,0,1
Mirjeta Reina Vladislava,Weiss,MAA,33549,utu:33549,mw1234,mirevl,0,0,1
Nazmije Alvia Rowena,Pirkkalaniemi,KAS2,33558,utu:33558,np1234,naalro,0,0,1
Kadhim Abdulhussein Rolfsson,Santonen,BIO,33565,utu:33565,ks1234,kaabro,0,0,1
Sigmund Gilbert Jaakoppi,Nastolin,POL2,33572,utu:33572,sn1234,sigija,0,0,1
Valentin Mattia,Wennerqvist,KAU4,33575,utu:33575,vw1234,vamawe,0,0,1
Iisakki,Tuura,TEK,33583,utu:33583,it1234,iituur,0,0,1
Laban Bleron,Saariluoma,MAT2,33586,utu:33586,ls1234,lablsa,0,0,1
Rene Rikhard Marino,Brors,MED2,33590,utu:33590,rb1234,rerima,0,0,1
Mandana Zozan Beate,Etholén,BIO6,33598,utu:33598,me1234,mazobe,0,0,1
Nuradin Jaana-Kristiina,Iman,BIO2,33602,utu:33602,ni1234,nujakr,0,0,1
Nouh Milon,Lehtosaari,FYS,33604,utu:33604,nl1234,nomile,0,0,1
Saanamaria Essa Henriina,Janhonen,TIE5,33606,utu:33606,sj1234,saeshe,0,0,1
Job Eduard Sampo,Isohätälä,BIO2,33613,utu:33613,ji1234,joedsa,0,0,1
Chimezie Remi Ronaldo,Kalola,KAU,33616,utu:33616,ck1234,chrero,0,0,1
Raila Rafael Malalai,Ajomaa,POL,33619,utu:33619,ra1234,rarama,0,0,1
Uku Amel,Matalalampi,BIO4,33620,utu:33620,um1234,ukamma,0,0,1
Lilibeth,Pyykkö,SAK,33628,utu:33628,lp1234,lipyyk,0,0,1
Are Roble Achraf,Tigerstedt,LAS,33634,utu:33634,at1234,arroac,0,0,1
Miiamari,Juurikko,EKO,33638,utu:33638,mj1234,mijuur,0,0,1
Karl,Myrttinen,TIE,33647,utu:33647,km1234,kamyrt,0,0,1
Esaijas Safa Rolfsson,Saarivainio,KIR,33656,utu:33656,es1234,essaro,0,0,1
Erkki-Pekka Laripekka,Pirttilä,ITA,33666,utu:33666,ep1234,erpela,0,0,1
Mubarak Villjam Seve,Richard,MAA2,33676,utu:33676,mr1234,muvise,0,0,1
Manu-Pekka Lenne,Mäki-Paavola,KLA,33686,utu:33686,mm1234,mapele,0,0,1
Patryk Sakkeus Mati,Sjöberg,TOI,33689,utu:33689,ps1234,pasama,0,0,1
Willjam Rikardo Kasperi,Melasniemi,MED2,33698,utu:33698,wm1234,wirika,0,0,1
Arimatti,Renman,RAN,33708,utu:33708,ar1234,arrenm,0,0,1
Nante Ozan Najib,Alamehtä,MAT,33710,utu:33710,na1234,naozna,0,0,1
Adile,Torenius,TUR,33718,utu:33718,at1234,adtore,0,0,1
Kaur Kerttu-Maija,Allinniemi,KAN,33725,utu:33725,ka1234,kakema,0,0,1
Silinda Arra Bahrije,Rinta-Koski,POL,33729,utu:33729,sr1234,siarba,0,0,1
Thuy Lauri-Matti,Ridal,KAS,33735,utu:33735,tr1234,thlama,0,0,1
Barbara Eléna Sevasti,Pasila,ENG,33745,utu:33745,bp1234,baelse,0,0,1
Lumiella Miradije Sisko,Sara,OHJ,33754,utu:33754,ls1234,lumisi,0,0,1
Meija Eva-Marjatta,Soralahti,YRI2,33763,utu:33763,ms1234,meevma,0,0,1
Sini-Marjaana Tammy,Äärilä,KIE,33766,utu:33766,sä1234,simata,0,0,1
Sidonia Tove Fathi,Arrhenius,KIE,33775,utu:33775,sa1234,sitofa,0,0,1
Peetro Günther,Piikki,GEO2,33779,utu:33779,pp1234,pegnpi,0,0,1
Ridwan Jan-Kristian,Kaprio,FYS4,33781,utu:33781,rk1234,rijakr,0,0,1
Dao Oona-Emilia,Ba,KAS,33791,utu:33791,db1234,daooem,0,0,1
Rode Aprilia Fianna,Juusonen,FYS,33794,utu:33794,rj1234,roapfi,0,0,1
Tenhonpoika,Öman,BIO,33796,utu:33796,tö1234,tenman,0,0,1
Gülen Iisa-Maria,Blomfelt,ESP,33797,utu:33797,gb1234,gliima,0,0,1
Maijaleena Angelica Merina,Emaus,FYS3,33800,utu:33800,me1234,maanme,0,0,1
Dayeb Milos Yilmaz,Hyrkäs,ELI,33809,utu:33809,dh1234,damiyi,0,0,1
Amanta,Kirmo,BIO4,33815,utu:33815,ak1234,amkirm,0,0,1
Leo,Peromaa,KAU4,33819,utu:33819,lp1234,lepero,0,0,1
Synnevi Rosaria Afia,Pyhäjoki,KLA,33829,utu:33829,sp1234,syroaf,0,0,1
Anu-Tiina Cira,Mäki-Tanila,POL,33832,utu:33832,am1234,antici,0,0,1
Uula Jeffrey Latif,Tähjänjoki,YLE,33841,utu:33841,ut1234,uujela,0,0,1
Didier Nils,Kungas,ESP,33845,utu:33845,dk1234,diniku,0,0,1
Jan-Olov Ramadan,Sarvi,MAA,33850,utu:33850,js1234,jaolra,0,0,1
Marjokaisa Sabeeh Del,Kuuliala,TAL5,33858,utu:33858,mk1234,masade,0,0,1
Vianor,Välke,TIE,33868,utu:33868,vv1234,vivlke,0,0,1
Svetlana Namthip,Pihala,FYS2,33876,utu:33876,sp1234,svnapi,0,0,1
Aliisi Tuulianna Sau,Maidell,POH,33880,utu:33880,am1234,altusa,0,0,1
Tony Bahadur Abdimaalik,Jokikunnas,MAR,33887,utu:33887,tj1234,tobaab,0,0,1
Aden Saw Wais,Naaranoja,BIO,33897,utu:33897,an1234,adsawa,0,0,1
Solmu Reco,Hetemaa,YRI2,33905,utu:33905,sh1234,sorehe,0,0,1
Orvo Roihu,Rulamo,OIK,33907,utu:33907,or1234,orroru,0,0,1
Valteri Okechukwu Vilmer,Viitalahti,KAN2,33911,utu:33911,vv1234,vaokvi,0,0,1
Pavlovna,Alhola,TEK,33918,utu:33918,pa1234,paalho,0,0,1
Yuan Bogdana,Lith,FYS4,33922,utu:33922,yl1234,yuboli,0,0,1
Matti-Viljami Jackie,Hakovirta,JOH,33932,utu:33932,mh1234,mavija,0,0,1
Nuka Jaffet,Christiansson,MUS,33936,utu:33936,nc1234,nujach,0,0,1
Sébastien Chukwuma,Kangastupa,LAS2,33945,utu:33945,sk1234,sbchka,0,0,1
Vanilia,Hakoniemi,KIR,33950,utu:33950,vh1234,vahako,0,0,1
Jenni-Stiina Lalana,Vestman,MOL3,33959,utu:33959,jv1234,jestla,0,0,1
Luisa,Keski-Levijoki,MOL2,33966,utu:33966,lk1234,lukesk,0,0,1
Mark Nadir Sharmake,Snickeri,KAS2,33971,utu:33971,ms1234,manash,0,0,1
Larbi Coby Aapa,Kenkkilä,ENG,33972,utu:33972,lk1234,lacoaa,0,0,1
Uula Leonpoika,Rahiala,MAR2,33975,utu:33975,ur1234,uulera,0,0,1
Christal Minna-Johanna,Routtu,EKO,33984,utu:33984,cr1234,chmijo,0,0,1
Rose Muuse Gergana,Issakoff,BIO4,33992,utu:33992,ri1234,romuge,0,0,1
Parvin Gunni-Maj,Rinkelo,TIE,33994,utu:33994,pr1234,paguma,0,0,1
Månsdotter Katrianna Ying,Mustakorpi,TIE6,33996,utu:33996,mm1234,mnkayi,0,0,1
Beck Antti-Oskari,Pippola,MAR2,34000,utu:34000,bp1234,beanos,0,0,1
Maltti Claës Ariel,Lemberg,MAS,34008,utu:34008,ml1234,maclar,0,0,1
Vilma-Emilia Helmine,Hammami,MED,34014,utu:34014,vh1234,viemhe,0,0,1
Ruusumaria Riija Saria,Erjansalo,LAS3,34019,utu:34019,re1234,rurisa,0,0,1
Outi-Maaria Lempi,Kuniala,KAU,34024,utu:34024,ok1234,oumale,0,0,1
Riikkamari Jenna-Juulia,Luolamo,SUO4,34027,utu:34027,rl1234,rijeju,0,0,1
Emma,Lakkala,TAL4,34031,utu:34031,el1234,emlakk,0,0,1
Jan-Ola Giordano,Pihkakoski,KAS,34032,utu:34032,jp1234,jaolgi,0,0,1
Eero-Heikki,Rokosa,LUO2,34037,utu:34037,er1234,eehero,0,0,1
Aine Nawal Terena,Khalif,SAK,34045,utu:34045,ak1234,ainate,0,0,1
Lorraine,Brusin,LUO,34055,utu:34055,lb1234,lobrus,0,0,1
Iida-Maria Torhild,Kääntä,TAL2,34065,utu:34065,ik1234,iimato,0,0,1
Tatja Juni,Kähkönen,KUL3,34075,utu:34075,tk1234,tajukh,0,0,1
Evelyn Tikkanen Sebahat,Paakkunainen,FOL,34084,utu:34084,ep1234,evtise,0,0,1
Rasheed,Yliruikka,BIO3,34090,utu:34090,ry1234,raylir,0,0,1
Özkan Åge Akeem,Örri,KAS2,34094,utu:34094,öö1234,zkgeak,0,0,1
Farhat Lusina,Röblom,NAI,34103,utu:34103,fr1234,falurb,0,0,1
Fria Noona Meisa,Hirvirinne,LUO2,34106,utu:34106,fh1234,frnome,0,0,1
Age Dat Viikari,Jalamo,KAS5,34108,utu:34108,aj1234,agdavi,0,0,1
Jukkamatti,Vihersalo,LUO,34114,utu:34114,jv1234,juvihe,0,0,1
Arijan Sager Moses,Massinen,MAA,34115,utu:34115,am1234,arsamo,0,0,1
Helmine Vailet,Seistola,JOH,34125,utu:34125,hs1234,hevase,0,0,1
Heline Lumimaria Beryl,Napola,ITA,34132,utu:34132,hn1234,helube,0,0,1
Jenni-Stiina Shirin,Silmäri,POL3,34141,utu:34141,js1234,jestsh,0,0,1
Koray,Niukkanen,MAS,34146,utu:34146,kn1234,koniuk,0,0,1
Laura-Sisko Camelia,Koivuperä,MAT,34150,utu:34150,lk1234,lasica,0,0,1
Mia-Marja Kaddy,Arokanto,LAS2,34156,utu:34156,ma1234,mimaka,0,0,1
Gia Harttu Joosia,Artjoki,LOG,34163,utu:34163,ga1234,gihajo,0,0,1
Nhan,Metsätalo,USK,34172,utu:34172,nm1234,nhmets,0,0,1
Nils-Henrik Rachid,Töyräs,POL,34174,utu:34174,nt1234,nihert,0,0,1
Matti-Petteri,Raikula,MOL3,34177,utu:34177,mr1234,mapera,0,0,1
Roobert Igorevich Teijo,Kaihovirta,POL,34184,utu:34184,rk1234,roigte,0,0,1
Hans-Henrik Toby,Rissanen,SUO3,34189,utu:34189,hr1234,haheto,0,0,1
Risse Sven-Olof,Rossi,FOL2,34198,utu:34198,rr1234,risvol,0,0,1
Yll Petja,Varje,TIE4,34208,utu:34208,yv1234,ylpeva,0,0,1
Lou Shen Hiwa,Kuusiranta,KIE,34210,utu:34210,lk1234,loshhi,0,0,1
Andersdotter Eija-Mari,Aittakari,TOI,34219,utu:34219,aa1234,aneima,0,0,1
Albulena Katina Liisi,Vulli,KAS2,34225,utu:34225,av1234,alkali,0,0,1
Hilma Eeva-Tuulia,Teckenberg,MED,34227,utu:34227,ht1234,hieetu,0,0,1
Stavroula Tahiti,Plit,LAS3,34234,utu:34234,sp1234,sttapl,0,0,1
Juha-Jaakko Amen,Sohlberg,HAM,34235,utu:34235,js1234,jujaam,0,0,1
Merjo Miryam Aleena,Arvaja,BIO5,34244,utu:34244,ma1234,memial,0,0,1
Veikka-Valtteri Nikolaus,Toivanen,LUO,34248,utu:34248,vt1234,vevani,0,0,1
Edvin,Piivek,TER2,34253,utu:34253,ep1234,edpiiv,0,0,1
Maxime Timo-Markus,Ahva,BIO3,34259,utu:34259,ma1234,matima,0,0,1
Oku Henrik Fabio,Seljänperä,TIE4,34265,utu:34265,os1234,okhefa,0,0,1
Sulo,Leime,BIO3,34272,utu:34272,sl1234,suleim,0,0,1
Gohar Anu-Johanna,Lehtiö,LAS2,34279,utu:34279,gl1234,goanjo,0,0,1
Giia,Leidenius,TIE7,34282,utu:34282,gl1234,gileid,0,0,1
Jenia Nevia Friia,Segerstam,RAN,34283,utu:34283,js1234,jenefr,0,0,1
Edis,Kalevo,TIE6,34284,utu:34284,ek1234,edkale,0,0,1
Hellikki,Daniel,KAS4,34288,utu:34288,hd1234,hedani,0,0,1
Marjo-Riitta Arminda,Brun,KUL,34293,utu:34293,mb1234,mariar,0,0,1
Raafat,Siltakorpi,BIO6,34298,utu:34298,rs1234,rasilt,0,0,1
Suune,Heinilehto,KAU5,34301,utu:34301,sh1234,suhein,0,0,1
Sennu Kecia Ingvor,Rantatorikka,KAU,34303,utu:34303,sr1234,sekein,0,0,1
Ebru Jennamari,Kannala,SUO3,34305,utu:34305,ek1234,ebjeka,0,0,1
Naana Shirel Saralotta,Larres,KOU,34307,utu:34307,nl1234,nashsa,0,0,1
Niku Tempo Ziggy,Faarah,KIE2,34308,utu:34308,nf1234,nitezi,0,0,1
Aweis Berner,Hilakivi,ESP,34317,utu:34317,ah1234,awbehi,0,0,1
Jurii Rony Ümit,Uljala,MON,34321,utu:34321,ju1234,juromi,0,0,1
Willie Fjodor Olofsson,Heiskala,LUO2,34327,utu:34327,wh1234,wifjol,0,0,1
Chia Konan,Luntta,KOT,34337,utu:34337,cl1234,chkolu,0,0,1
Mia-Maaria Reetta,Köninki,FIL,34339,utu:34339,mk1234,mimare,0,0,1
Saabiriin,Hiitti,EKO,34345,utu:34345,sh1234,sahiit,0,0,1
Jose Annoora Ardita,Riikonen,RAN,34349,utu:34349,jr1234,joanar,0,0,1
Viggo Bilaal,Kamsula,TOI,34357,utu:34357,vk1234,vibika,0,0,1
Kalle-Tapio,Tavilampi,TAL,34358,utu:34358,kt1234,katata,0,0,1
Ulrik Elja Swadi,Tontti,MAA,34364,utu:34364,ut1234,ulelsw,0,0,1
Joseph Helmiida Shereen,Saramo,LOG,34366,utu:34366,js1234,johesh,0,0,1
Arpo Aarno Aapraham,Laitasalo,KAU3,34375,utu:34375,al1234,araaaa,0,0,1
Tauno Toivo-Olavi,Paaso-Rantala,MON,34380,utu:34380,tp1234,tatool,0,0,1
Mari-Sanna Liisukka,Kulin,TAL,34389,utu:34389,mk1234,masali,0,0,1
Kosma Huy Eljakim,Petrelius,MAT2,34391,utu:34391,kp1234,kohuel,0,0,1
Taikatuulia Maryam Wiktoria,Kajamaa,FYS3,34401,utu:34401,tk1234,tamawi,0,0,1
Devi Vanilja,Hautio,TOI,34406,utu:34406,dh1234,devaha,0,0,1
Nils-Henrik Eyvind,Viirelä,MOL,34407,utu:34407,nv1234,niheey,0,0,1
Jasseri,Sarnikorpi,TEK,34417,utu:34417,js1234,jasarn,0,0,1
Lucius,Libäck,VAL,34425,utu:34425,ll1234,lulibc,0,0,1
Eyüp Behnam Dánel,Lehtotie,POL3,34429,utu:34429,el1234,eybedn,0,0,1
Brendan Álvaro Anand,Roti,KEM,34435,utu:34435,br1234,brlvan,0,0,1
Pippa Ramzia Sunny,Lillia,INT,34443,utu:34443,pl1234,pirasu,0,0,1
Adama Eva-Johanna,Lovén,MOL2,34450,utu:34450,al1234,adevjo,0,0,1
Wendi,Kauti,TEK,34457,utu:34457,wk1234,wekaut,0,0,1
Lumiel Saabiriin,Krogerus,KAS,34462,utu:34462,lk1234,lusakr,0,0,1
Evastina Kitri Yoanna,Andrejeff,INT,34464,utu:34464,ea1234,evkiyo,0,0,1
Heidi-Marika,Schemeikka,MED2,34466,utu:34466,hs1234,hemasc,0,0,1
Valmis Jarko Radi,Roth,KAU2,34470,utu:34470,vr1234,vajara,0,0,1
Kalevinpoika Baki,Bernitz,KAS5,34480,utu:34480,kb1234,kababe,0,0,1
Liisa-Sisko Isadora,Alahuhta,KEM2,34482,utu:34482,la1234,lisiis,0,0,1
Alonzo Kuuno Drin,Keto-oja,ENG,34485,utu:34485,ak1234,alkudr,0,0,1
Abdul-Hussain Tiku,Pastuhov,FOL,34489,utu:34489,ap1234,abhuti,0,0,1
Aamu Wieslawa,Kuustie,KIR,34494,utu:34494,ak1234,aawiku,0,0,1
Imad Ladan Anceliga,Mäkiranta,TIL,34503,utu:34503,im1234,imlaan,0,0,1
Milja-Maija Kadiye,Aspfors,PSY,34504,utu:34504,ma1234,mimaas,0,0,1
Pål Sohail,Yli-Krekola,TAI,34507,utu:34507,py1234,plsoyl,0,0,1
Huda Anica Benedicta,Udd,LOG,34513,utu:34513,hu1234,huanbe,0,0,1
Elli-Kaisa Imma,Muse,TAI,34515,utu:34515,em1234,elkaim,0,0,1
Iisa,Pääkkölä,BIO3,34523,utu:34523,ip1234,iipkkl,0,0,1
Jonathon Farzad,Ollila,MAS,34524,utu:34524,jo1234,jofaol,0,0,1
Yilmaz Ari-Veli,Koskenvuo,LUO2,34530,utu:34530,yk1234,yiarve,0,0,1
Milko Armand,Sarjala,ESP,34540,utu:34540,ms1234,miarsa,0,0,1
Laurantytär Emélie,Antintupa,FYS2,34546,utu:34546,la1234,laeman,0,0,1
Siri Sirkka-Helena,Niini,FYS2,34550,utu:34550,sn1234,sisihn,0,0,1
Hosni Thorsten Shaul,Säike,FOL,34560,utu:34560,hs1234,hothsh,0,0,1
Abubaker Mirko Husamaldin,Latva-Pirilä,LAT,34568,utu:34568,al1234,abmihu,0,0,1
Elfete,Salmenius,YLE2,34576,utu:34576,es1234,elsalm,0,0,1
Cristiano Giacomo,Ehrling,ITA,34580,utu:34580,ce1234,crgieh,0,0,1
Elessa Lada Jennina,Ramadani,FOL,34583,utu:34583,er1234,ellaje,0,0,1
Maximiliam Sakaria Sauvo,Lähdes,KAN2,34593,utu:34593,ml1234,masasa,0,0,1
M.,Pellonperä,MOL2,34600,utu:34600,mp1234,m.pell,0,0,1
Ofelia Levina,Schlegel,KIE2,34610,utu:34610,os1234,oflesc,0,0,1
Thim Zsolt Emilia,Manunen,TIE,34618,utu:34618,tm1234,thzsem,0,0,1
Anselmo Mickel Diar,Qvisén,MAT,34620,utu:34620,aq1234,anmidi,0,0,1
Martino,Lahtivesi,KAU3,34629,utu:34629,ml1234,malaht,0,0,1
Jeri Vester Väinämö,Ahorinta,ITA,34639,utu:34639,ja1234,jevevi,0,0,1
Shukri Lenja Tiiu,Korpilahti,YLE,34642,utu:34642,sk1234,shleti,0,0,1
Vesa-Mikko Tapsa,Turula,FYS2,34652,utu:34652,vt1234,vemita,0,0,1
Konstantia Brittany Liberty,Roslakka,LUO2,34654,utu:34654,kr1234,kobrli,0,0,1
Jassu Shahin Moussa,Miettilä,ASI,34655,utu:34655,jm1234,jashmo,0,0,1
Bu Sadiq Koa,Kotkaranta,KRE,34665,utu:34665,bk1234,busako,0,0,1
Elis Muuse Ramin,Gao,TIE6,34666,utu:34666,eg1234,elmura,0,0,1
Erdal Cedrik,Myllyntaus,FYS4,34669,utu:34669,em1234,ercemy,0,0,1
Eveliina Isaela Sibylla,Limpi,TIE2,34673,utu:34673,el1234,evissi,0,0,1
Isaac Ömer Aarnio,Korpiniemi,RAN,34675,utu:34675,ik1234,ismeaa,0,0,1
Gwendolyn Elba Sannamaria,Tarrimaa,BIO,34683,utu:34683,gt1234,gwelsa,0,0,1
Kirstiina Jeni Yaseen,Yli-Mäyry,LAT,34689,utu:34689,ky1234,kijeya,0,0,1
Manuella Myriam Elinor,Suur-Askola,TUR,34690,utu:34690,ms1234,mamyel,0,0,1
Eeki Bo-Gunnar,Ahvenranta,MED2,34700,utu:34700,ea1234,eebogu,0,0,1
Putte Ensiö Valte,Valkendorff,FOL2,34707,utu:34707,pv1234,puenva,0,0,1
Karrinpoika,Allinniemi,KEM,34717,utu:34717,ka1234,kaalli,0,0,1
Anne-Sofie Lippe,Staff,SOS4,34723,utu:34723,as1234,ansoli,0,0,1
Outimaria,Otonkorpi,TIE5,34733,utu:34733,oo1234,ouoton,0,0,1
Katarzyna,Jonkka,BIO3,34736,utu:34736,kj1234,kajonk,0,0,1
Cilla Soile Manna,Porter,KAN,34742,utu:34742,cp1234,cisoma,0,0,1
Nawras Valenti Abdi,Tuulenkari,LAS2,34751,utu:34751,nt1234,navaab,0,0,1
Adnan Jukka-Joonas,Lohtander,TEK,34760,utu:34760,al1234,adjujo,0,0,1
Pavlos Anri Yoonis,Penkkala,PSY,34766,utu:34766,pp1234,paanyo,0,0,1
Tor-Henrik,Vuoristo,VEN,34772,utu:34772,tv1234,tohevu,0,0,1
Sabir Ailakki,Gould,MAT,34774,utu:34774,sg1234,saaigo,0,0,1
Fanny Mari-Hanna,Rautalahti,INT,34784,utu:34784,fr1234,famaha,0,0,1
Venner Kornelius Jonathon,Ponnikas,ARK2,34792,utu:34792,vp1234,vekojo,0,0,1
Thorbjörn Berthold,Narsakka,MAR2,34798,utu:34798,tn1234,thbena,0,0,1
Faraj Rizgar Jyrinpoika,Kalevo,SUO3,34808,utu:34808,fk1234,farijy,0,0,1
Arjaleena Nenna Zelal,Hile,ASI,34815,utu:34815,ah1234,arneze,0,0,1
Riza,Suviranta,ENG,34824,utu:34824,rs1234,risuvi,0,0,1
Padma Noémie Piparminttu,Jusslin,LAT,34830,utu:34830,pj1234,panopi,0,0,1
Alje Vanja Basir,Eeronheimo,KAS3,34833,utu:34833,ae1234,alvaba,0,0,1
Madilta Henna-Marika,Ottavainen,TAL2,34835,utu:34835,mo1234,mahemo,0,0,1
Kimo Thain Göte,Rantama,SUO,34841,utu:34841,kr1234,kithgt,0,0,1
Kristella,Kelokaski,KEM,34850,utu:34850,kk1234,krkelo,0,0,1
Disa-Maria Gennadjevna,Tähjä,MAS,34852,utu:34852,dt1234,dimage,0,0,1
Maimu Anneliisa Omotayo,Plosila,INT,34861,utu:34861,mp1234,maanom,0,0,1
Jeter Hemn Arel,Kaukonen,EKO,34864,utu:34864,jk1234,jehear,0,0,1
Casperi Kimo Jahn,Ruhala,ARK,34869,utu:34869,cr1234,cakija,0,0,1
Lintu Tra,Mörk,POL,34874,utu:34874,lm1234,litrmr,0,0,1
Veela Ainoliisa Intisar,Petäistö,ESP,34884,utu:34884,vp1234,veaiin,0,0,1
Ilarion Nikola Anttooni,Nurmilaukas,MOL2,34887,utu:34887,in1234,ilnian,0,0,1
Gheorghe Kamran Jaarli,Mäkihalvari,TIL,34888,utu:34888,gm1234,ghkaja,0,0,1
Sante Leung,Liljestrand,ASI,34892,utu:34892,sl1234,saleli,0,0,1
Pyry-Matti You,Onnila,BIO,34895,utu:34895,po1234,pymayo,0,0,1
Tiinamari Bertilsdotter Jenny,Kämi,KRE,34900,utu:34900,tk1234,tibeje,0,0,1
Auliina Tina-Marie,Tiira,TAL,34904,utu:34904,at1234,autima,0,0,1
Laura-Leena Ihalempi,Jarkko,PSY,34912,utu:34912,lj1234,laleih,0,0,1
Bror-Åke Iouri,Sulkula,SOS2,34919,utu:34919,bs1234,brkeio,0,0,1
Anzhelika Azita Neha,Porali,ITA,34924,utu:34924,ap1234,anazne,0,0,1
Ulf-Göran Moritz,Sointula,RAN,34934,utu:34934,us1234,ulgrmo,0,0,1
